RC[CLU_3233]		239	Dist (km)
RC[CLU_6282]		2069	Dist (km)
>	L[3143302150069]	2069	0.00
RC[CLU_6283]		662	Dist (km)
>	L[3143302218984]	630	0.74
>	L[3143302218984] tel	32
RC[CLU_6284]		2496	Dist (km)
>	L[3143309352511]	2003	0.76
>	L[3143309352511] tel	100
>	L[SHC1]	374	20.00
>	L[SHC1] tel	19
RC[CLU_6285]		2867	Dist (km)
>	L[3143306065295]	2730	0.42
>	L[3143306065295] tel	137
RC[CLU_6286]		2713	Dist (km)
>	L[3143309352511]	2283	0.64
>	L[3143309352511] tel	114
>	L[SHC1]	301	20.00
>	L[SHC1] tel	15
RC[CLU_6287]		1653	Dist (km)
>	L[3143306065295]	1653	0.00
RC[CLU_6288]		2484	Dist (km)
>	L[3143306065295]	1993	0.39
>	L[3143306065295] tel	100
>	L[SHC1]	373	20.00
>	L[SHC1] tel	19
RC[CLU_6289]		2967	Dist (km)
>	L[3143306329705]	2967	0.00
RC[CLU_6290]		2772	Dist (km)
>	L[3143307809131]	2772	0.00
RC[CLU_6291]		845	Dist (km)
>	L[3143306629296]	845	0.00
RC[CLU_6292]		2985	Dist (km)
>	L[3143302149923]	2985	0.00
RC[CLU_6293]		1423	Dist (km)
>	L[3143302149923]	1355	0.34
>	L[3143302149923] tel	68
RC[CLU_6294]		2686	Dist (km)
>	L[3143300550108]	2125	0.23
>	L[3143306409911]	433	0.23
>	L[3143300550108] tel	106
>	L[3143306409911] tel	22
RC[CLU_6295]		2239	Dist (km)
>	L[3143306065341]	2239	0.00
RC[CLU_6296]		2337	Dist (km)
>	L[3143306065295]	2129	0.57
>	L[3143306065295] tel	106
>	L[SHC1]	96	20.00
>	L[SHC1] tel	5
RC[CLU_6297]		2877	Dist (km)
>	L[3143306065295]	2740	0.55
>	L[3143306065295] tel	137
RC[CLU_6298]		3202	Dist (km)
>	L[3143300550108]	3050	2.42
>	L[3143300550108] tel	152
RC[CLU_6299]		281	Dist (km)
>	L[CLU_6299]	222	0.00
>	L[SHC1]	42	20.00
>	L[SHC1] tel	2
>	L[THC1]	14	25.00
>	L[THC1] tel	1
RC[CLU_6300]		1666	Dist (km)
>	L[3143305212545]	1403	3.73
>	L[3143305212545] tel	70
>	L[SHC1]	184	20.00
>	L[SHC1] tel	9
RC[CLU_6301]		2035	Dist (km)
>	L[CLU_6301]	2035	0.00
RC[CLU_6302]		2955	Dist (km)
>	L[3143303413578]	2955	0.00
RC[CLU_6303]		1347	Dist (km)
>	L[3143302218968]	1283	0.23
>	L[3143302218968] tel	64
RC[CLU_6304]		1383	Dist (km)
>	L[3143302149931]	1383	0.00
RC[CLU_6305]		2667	Dist (km)
>	L[3143309772235]	2007	0.45
>	L[3143309772235] tel	100
>	L[SHC1]	400	20.00
>	L[SHC1] tel	20
>	L[THC1]	133	25.00
>	L[THC1] tel	7
RC[CLU_6306]		1766	Dist (km)
>	L[3143302219212]	1682	0.57
>	L[3143302219212] tel	84
RC[CLU_6307]		2809	Dist (km)
>	L[3143302149893]	2254	0.48
>	L[3143302149893] tel	113
>	L[SHC1]	421	20.00
>	L[SHC1] tel	21
RC[CLU_6308]		1883	Dist (km)
>	L[3143302149893]	1687	0.00
>	L[SHC1]	186	20.00
>	L[SHC1] tel	9
RC[CLU_6309]		2967	Dist (km)
>	L[3143307821506]	2967	0.00
RC[CLU_6310]		2714	Dist (km)
>	L[3143309251553]	2299	0.00
>	L[SHC1]	395	20.00
>	L[SHC1] tel	20
RC[CLU_6311]		2149	Dist (km)
>	L[3143302149915]	2047	0.69
>	L[3143302149915] tel	102
RC[CLU_6312]		2844	Dist (km)
>	L[3143302219069]	1026	0.81
>	L[3143302219344]	1682	0.81
>	L[3143302219069] tel	51
>	L[3143302219344] tel	84
RC[CLU_6313]		1741	Dist (km)
>	L[3143302203480]	1741	0.00
RC[CLU_6314]		2959	Dist (km)
>	L[3143302219077]	2818	0.57
>	L[3143302219077] tel	141
RC[CLU_6315]		2972	Dist (km)
>	L[3143302150026]	2972	0.00
RC[CLU_6316]		583	Dist (km)
>	L[3143309690905]	555	0.19
>	L[3143309690905] tel	28
RC[CLU_6317]		2685	Dist (km)
>	L[3143307299079]	2154	0.40
>	L[3143307299079] tel	108
>	L[SHC1]	403	20.00
>	L[SHC1] tel	20
RC[CLU_6318]		1520	Dist (km)
>	L[3143302150018]	1448	0.85
>	L[3143302150018] tel	72
RC[CLU_6319]		2988	Dist (km)
>	L[3143302149915]	2846	0.68
>	L[3143302149915] tel	142
RC[CLU_6320]		1404	Dist (km)
>	L[3143302219069]	733	0.64
>	L[3143302219344]	604	0.64
>	L[3143302219069] tel	37
>	L[3143302219344] tel	30
RC[CLU_6321]		0	Dist (km)
RC[CLU_6322]		2889	Dist (km)
>	L[3143307608756]	2889	0.00
RC[CLU_6323]		2344	Dist (km)
>	L[3143300550108]	2232	0.41
>	L[3143300550108] tel	112
RC[CLU_6324]		2391	Dist (km)
>	L[3143306297943]	2026	2.95
>	L[3143306297943] tel	101
>	L[SHC1]	251	20.00
>	L[SHC1] tel	13
RC[CLU_6325]		2943	Dist (km)
>	L[3143306329632]	2943	0.00
RC[CLU_6326]		524	Dist (km)
>	L[3143305212545]	499	2.05
>	L[3143305212545] tel	25
RC[CLU_6327]		84	Dist (km)
>	L[3143305212588]	84	0.00
RC[CLU_6328]		730	Dist (km)
>	L[3143306301304]	695	0.36
>	L[3143306301304] tel	35
RC[CLU_6329]		515	Dist (km)
>	L[3143309812059]	490	0.34
>	L[3143309812059] tel	25
RC[CLU_6330]		186	Dist (km)
>	L[3143309812059]	177	0.43
>	L[3143309812059] tel	9
RC[CLU_6331]		2695	Dist (km)
>	L[3143302218968]	2695	0.00
RC[CLU_6332]		1308	Dist (km)
>	L[3143309812059]	1246	0.59
>	L[3143309812059] tel	62
RC[CLU_6333]		2677	Dist (km)
>	L[3143302219352]	2550	0.32
>	L[3143302219352] tel	127
RC[CLU_6334]		983	Dist (km)
>	L[3143302149915]	936	0.28
>	L[3143302149915] tel	47
RC[CLU_6335]		2957	Dist (km)
>	L[3143302149915]	2816	0.54
>	L[3143302149915] tel	141
RC[CLU_6336]		2845	Dist (km)
>	L[3143307809131]	2710	1.16
>	L[3143307809131] tel	135
RC[CLU_6337]		2924	Dist (km)
>	L[3143302219077]	2528	0.51
>	L[3143302219077] tel	126
>	L[SHC1]	257	20.00
>	L[SHC1] tel	13
RC[CLU_6338]		2478	Dist (km)
>	L[3143309690905]	2478	0.00
RC[CLU_6339]		2653	Dist (km)
>	L[3143309936424]	2129	0.82
>	L[3143309936424] tel	106
>	L[SHC1]	398	20.00
>	L[SHC1] tel	20
RC[CLU_6340]		1078	Dist (km)
>	L[3143302150085]	1027	0.25
>	L[3143302150085] tel	51
RC[CLU_6341]		934	Dist (km)
>	L[3143302150018]	890	0.00
>	L[3143302150018] tel	44
RC[CLU_6342]		1985	Dist (km)
>	L[3143302219069]	1890	0.44
>	L[3143302219069] tel	95
RC[CLU_6343]		2653	Dist (km)
>	L[3143302150077]	2527	0.53
>	L[3143302150077] tel	126
RC[CLU_6344]		2545	Dist (km)
>	L[3143306409911]	2545	0.00
RC[CLU_6345]		2608	Dist (km)
>	L[3143302149923]	2484	0.60
>	L[3143302149923] tel	124
RC[CLU_6346]		1149	Dist (km)
>	L[3143303688100]	1094	0.34
>	L[3143303688100] tel	55
RC[CLU_6347]		2612	Dist (km)
>	L[3143309251553]	2096	0.42
>	L[3143309251553] tel	105
>	L[SHC1]	392	20.00
>	L[SHC1] tel	20
RC[CLU_6348]		2214	Dist (km)
>	L[3143303180182]	2109	0.44
>	L[3143303180182] tel	105
RC[CLU_6349]		2303	Dist (km)
>	L[3143305998220]	2193	0.52
>	L[3143305998220] tel	110
RC[CLU_6350]		769	Dist (km)
>	L[3143302150026]	732	0.60
>	L[3143302150026] tel	37
RC[CLU_6351]		2488	Dist (km)
>	L[3143305998220]	2488	0.00
RC[CLU_6352]		887	Dist (km)
>	L[3143302150026]	845	0.79
>	L[3143302150026] tel	42
RC[CLU_6353]		1124	Dist (km)
>	L[3143302218984]	1070	0.21
>	L[3143302218984] tel	54
RC[CLU_6354]		2558	Dist (km)
>	L[3143300186252]	2558	0.00
RC[CLU_6355]		2646	Dist (km)
>	L[3143307780907]	2646	0.00
RC[CLU_6356]		2012	Dist (km)
>	L[3143307780907]	1916	0.31
>	L[3143307780907] tel	96
RC[CLU_6357]		1220	Dist (km)
>	L[3143307780907]	1162	0.84
>	L[3143307780907] tel	58
RC[CLU_6358]		2950	Dist (km)
>	L[3143309936424]	2680	0.26
>	L[3143309936424] tel	134
>	L[SHC1]	130	20.00
>	L[SHC1] tel	6
RC[CLU_6359]		1040	Dist (km)
>	L[3143309690905]	975	0.54
>	L[3143309690905] tel	49
>	L[SHC1]	16	20.00
>	L[SHC1] tel	1
RC[CLU_6360]		2451	Dist (km)
>	L[3143309936424]	2451	0.00
RC[CLU_6361]		1765	Dist (km)
>	L[3143309812075]	1765	0.00
RC[CLU_6362]		2879	Dist (km)
>	L[3143304701852]	2166	1.07
>	L[3143304701852] tel	108
>	L[SHC1]	432	20.00
>	L[SHC1] tel	22
>	L[THC1]	144	25.00
>	L[THC1] tel	7
RC[CLU_6363]		2354	Dist (km)
>	L[3143309772251]	2085	0.55
>	L[3143309772251] tel	104
>	L[SHC1]	157	20.00
>	L[SHC1] tel	8
RC[CLU_6364]		2750	Dist (km)
>	L[3143304701852]	2301	0.00
>	L[SHC1]	413	20.00
>	L[SHC1] tel	21
>	L[THC1]	15	25.00
>	L[THC1] tel	1
RC[CLU_6365]		2820	Dist (km)
>	L[3143303688100]	2820	0.00
RC[CLU_6366]		2589	Dist (km)
>	L[3143302219352]	2466	0.25
>	L[3143302219352] tel	123
RC[CLU_6367]		2848	Dist (km)
>	L[3143305302854]	2848	0.00
RC[CLU_6368]		2700	Dist (km)
>	L[3143302149958]	2700	0.00
RC[CLU_6369]		2857	Dist (km)
>	L[3143307781067]	2292	0.39
>	L[3143307781067] tel	115
>	L[SHC1]	429	20.00
>	L[SHC1] tel	21
RC[CLU_6370]		2975	Dist (km)
>	L[3143309352511]	2387	0.65
>	L[3143309352511] tel	119
>	L[SHC1]	446	20.00
>	L[SHC1] tel	22
RC[CLU_6371]		2875	Dist (km)
>	L[3143307951345]	2875	0.00
RC[CLU_6372]		2876	Dist (km)
>	L[3143307299079]	1725	0.87
>	L[3143302150085]	583	0.87
>	L[3143307299079] tel	86
>	L[3143302150085] tel	29
>	L[SHC1]	431	20.00
>	L[SHC1] tel	22
RC[CLU_6373]		1169	Dist (km)
>	L[3143302150085]	964	1.06
>	L[3143302150085] tel	48
>	L[SHC1]	150	20.00
>	L[SHC1] tel	7
RC[CLU_6374]		2558	Dist (km)
>	L[3143302219069]	2558	0.00
RC[CLU_6375]		2904	Dist (km)
>	L[3143305212545]	2330	0.32
>	L[3143305212545] tel	117
>	L[SHC1]	436	20.00
>	L[SHC1] tel	22
RC[CLU_6376]		2868	Dist (km)
>	L[3143300659134]	2731	0.96
>	L[3143300659134] tel	137
RC[CLU_6377]		2572	Dist (km)
>	L[3143307780621]	2450	0.73
>	L[3143307780621] tel	122
RC[CLU_6378]		1893	Dist (km)
>	L[3143303180158]	1495	0.00
>	L[SHC1]	284	20.00
>	L[SHC1] tel	14
>	L[THC1]	95	25.00
>	L[THC1] tel	5
RC[CLU_6379]		2440	Dist (km)
>	L[3143306023282]	2324	0.61
>	L[3143306023282] tel	116
RC[CLU_6380]		1791	Dist (km)
>	L[3143302150107]	1706	1.52
>	L[3143302150107] tel	85
RC[CLU_6381]		389	Dist (km)
>	L[CLU_6301]	370	1.73
>	L[CLU_6301] tel	19
RC[CLU_6382]		513	Dist (km)
>	L[3143302149923]	489	0.17
>	L[3143302149923] tel	24
RC[CLU_6383]		2521	Dist (km)
>	L[3143306065341]	2401	1.06
>	L[3143306065341] tel	120
RC[CLU_6384]		369	Dist (km)
>	L[3143304701852]	278	0.27
>	L[3143304701852] tel	14
>	L[SHC1]	55	20.00
>	L[SHC1] tel	3
>	L[THC1]	18	25.00
>	L[THC1] tel	1
RC[CLU_6385]		219	Dist (km)
>	L[3143307951345]	209	0.46
>	L[3143307951345] tel	10
RC[CLU_6386]		2592	Dist (km)
>	L[3143302150085]	2469	0.63
>	L[3143302150085] tel	123
RC[CLU_6387]		2765	Dist (km)
>	L[3143302219085]	2633	0.64
>	L[3143302219085] tel	132
RC[CLU_6388]		2699	Dist (km)
>	L[3143302149923]	2570	0.61
>	L[3143302149923] tel	129
RC[CLU_6389]		1397	Dist (km)
>	L[3143302149923]	1330	0.47
>	L[3143302149923] tel	67
RC[CLU_6390]		2618	Dist (km)
>	L[3143305212545]	2101	0.20
>	L[3143305212545] tel	105
>	L[SHC1]	393	20.00
>	L[SHC1] tel	20
RC[CLU_6391]		671	Dist (km)
>	L[3143305212545]	565	0.00
>	L[SHC1]	101	20.00
>	L[SHC1] tel	5
RC[CLU_6392]		911	Dist (km)
>	L[3143303180158]	685	0.77
>	L[3143303180158] tel	34
>	L[SHC1]	137	20.00
>	L[SHC1] tel	7
>	L[THC1]	46	25.00
>	L[THC1] tel	2
RC[CLU_6393]		828	Dist (km)
>	L[3143307951345]	789	0.77
>	L[3143307951345] tel	39
RC[CLU_6394]		2481	Dist (km)
>	L[3143302150034]	2481	0.00
RC[CLU_6395]		1395	Dist (km)
>	L[3143309690905]	1329	1.24
>	L[3143309690905] tel	66
RC[CLU_6396]		2873	Dist (km)
>	L[3143306297943]	2873	0.00
RC[CLU_6397]		787	Dist (km)
>	L[3143306065341]	750	0.55
>	L[3143306065341] tel	37
RC[CLU_6398]		793	Dist (km)
>	L[CLU_6398]	755	0.00
>	L[CLU_6398] tel	38
RC[CLU_6399]		2243	Dist (km)
>	L[3143305212545]	1800	0.43
>	L[3143305212545] tel	90
>	L[SHC1]	336	20.00
>	L[SHC1] tel	17
RC[CLU_6400]		426	Dist (km)
>	L[3143303688100]	406	1.60
>	L[3143303688100] tel	20
RC[CLU_6401]		2764	Dist (km)
>	L[3143303688100]	2632	0.50
>	L[3143303688100] tel	132
RC[CLU_6402]		382	Dist (km)
>	L[3143302149915]	364	1.06
>	L[3143302149915] tel	18
RC[CLU_6403]		2297	Dist (km)
>	L[3143302149958]	2188	0.70
>	L[3143302149958] tel	109
RC[CLU_6404]		160	Dist (km)
>	L[3143305212545]	128	0.77
>	L[3143305212545] tel	6
>	L[SHC1]	24	20.00
>	L[SHC1] tel	1
RC[CLU_6405]		2330	Dist (km)
>	L[3143300659134]	2330	0.00
RC[CLU_6406]		2268	Dist (km)
>	L[3143303180158]	1706	0.40
>	L[3143303180158] tel	85
>	L[SHC1]	340	20.00
>	L[SHC1] tel	17
>	L[THC1]	113	25.00
>	L[THC1] tel	6
RC[CLU_6407]		849	Dist (km)
>	L[3143307781067]	681	0.32
>	L[3143307781067] tel	34
>	L[SHC1]	127	20.00
>	L[SHC1] tel	6
RC[CLU_6408]		2960	Dist (km)
>	L[3143302150018]	2960	0.00
RC[CLU_6409]		365	Dist (km)
>	L[CLU_6117]	275	4.30
>	L[CLU_6117] tel	14
>	L[SHC1]	55	20.00
>	L[SHC1] tel	3
>	L[THC1]	18	25.00
>	L[THC1] tel	1
RC[CLU_6410]		292	Dist (km)
>	L[CLU_6410]	231	0.00
>	L[SHC1]	44	20.00
>	L[SHC1] tel	2
>	L[THC1]	15	25.00
>	L[THC1] tel	1
RC[CLU_6411]		2275	Dist (km)
>	L[CLU_6411]	1878	0.00
>	L[SHC1]	341	20.00
>	L[SHC1] tel	17
>	L[THC1]	37	25.00
>	L[THC1] tel	2
RC[CLU_6412]		787	Dist (km)
>	L[CLU_6411]	592	0.33
>	L[CLU_6411] tel	30
>	L[SHC1]	118	20.00
>	L[SHC1] tel	6
>	L[THC1]	39	25.00
>	L[THC1] tel	2
RC[CLU_6413]		2291	Dist (km)
>	L[3143302219409]	426	0.00
>	L[3143302219379]	1865	0.00
RC[CLU_6414]		747	Dist (km)
>	L[CLU_6414]	625	0.00
>	L[SHC1]	112	20.00
>	L[SHC1] tel	6
>	L[THC1]	4	25.00
>	L[THC1] tel	0
RC[CLU_6415]		319	Dist (km)
>	L[CLU_6415]	240	0.00
>	L[CLU_6415] tel	12
>	L[SHC1]	48	20.00
>	L[SHC1] tel	2
>	L[THC1]	16	25.00
>	L[THC1] tel	1
RC[CLU_6416]		2981	Dist (km)
>	L[3143305212529]	2626	0.00
>	L[SHC1]	338	20.00
>	L[SHC1] tel	17
RC[CLU_6417]		467	Dist (km)
>	L[CLU_6417]	467	0.00
RC[CLU_6418]		122	Dist (km)
>	L[3143305212529]	116	4.22
>	L[3143305212529] tel	6
RC[CLU_6419]		101	Dist (km)
>	L[3143305212529]	96	3.86
>	L[3143305212529] tel	5
RC[CLU_6420]		151	Dist (km)
>	L[3143305212529]	144	0.22
>	L[3143305212529] tel	7
