RC[CLU_1001]		737	Dist (km)
>	L[THC1]	38	25.00
>	L[THC1] tel	1
RC[CLU_1818]		464	Dist (km)
>	L[3118602190524]	349	1.19
>	L[3118602190524] tel	17
>	L[SHC1]	69	20.00
>	L[SHC1] tel	3
>	L[THC1]	23	25.00
>	L[THC1] tel	1
RC[CLU_1821]		1172	Dist (km)
>	L[3118602190524]	881	0.53
>	L[3118602190524] tel	44
>	L[SHC1]	175	20.00
>	L[SHC1] tel	8
>	L[THC1]	58	25.00
>	L[THC1] tel	2
RC[CLU_1826]		2202	Dist (km)
>	L[3118602190451]	962	0.51
>	L[3118602190400]	694	1.29
>	L[3118602190451] tel	48
>	L[3118602190400] tel	34
>	L[SHC1]	330	20.00
>	L[SHC1] tel	16
>	L[THC1]	110	25.00
>	L[THC1] tel	5
RC[CLU_1868]		30	Dist (km)
>	L[3118602190753]	22	1.57
>	L[3118602190753] tel	1
>	L[SHC1]	4	20.00
>	L[SHC1] tel	0
>	L[THC1]	1	25.00
>	L[THC1] tel	0
RC[CLU_1889]		124	Dist (km)
>	L[CLU_3114]	93	2.89
>	L[CLU_3114] tel	4
>	L[SHC1]	18	20.00
>	L[SHC1] tel	0
>	L[THC1]	6	25.00
>	L[THC1] tel	0
RC[CLU_1894]		1415	Dist (km)
>	L[CLU_3087]	1064	1.92
>	L[CLU_3087] tel	53
>	L[SHC1]	212	20.00
>	L[SHC1] tel	10
>	L[THC1]	70	25.00
>	L[THC1] tel	3
RC[CLU_2922]		1371	Dist (km)
>	L[3118604696077]	0	4.23
>	L[3118602190397]	459	4.69
>	L[3118602190753]	572	0.39
>	L[3118604696077] tel	0
>	L[3118602190397] tel	22
>	L[3118602190753] tel	28
>	L[SHC1]	205	20.00
>	L[SHC1] tel	10
>	L[THC1]	68	25.00
>	L[THC1] tel	3
RC[CLU_2923]		2573	Dist (km)
>	L[3118602190451]	1935	4.84
>	L[3118602190451] tel	96
>	L[SHC1]	385	20.00
>	L[SHC1] tel	19
>	L[THC1]	128	25.00
>	L[THC1] tel	6
RC[CLU_2925]		2868	Dist (km)
>	L[3118602190591]	0	2.67
>	L[3118602191059]	1676	2.99
>	L[CLU_3166]	481	2.84
>	L[3118602190591] tel	0
>	L[3118602191059] tel	83
>	L[CLU_3166] tel	24
>	L[SHC1]	430	20.00
>	L[SHC1] tel	21
>	L[THC1]	143	25.00
>	L[THC1] tel	7
RC[CLU_2926]		2037	Dist (km)
>	L[CLU_3166]	1532	1.95
>	L[CLU_3166] tel	76
>	L[SHC1]	305	20.00
>	L[SHC1] tel	15
>	L[THC1]	101	25.00
>	L[THC1] tel	5
RC[CLU_2927]		2539	Dist (km)
>	L[3118602191059]	1910	2.41
>	L[3118602191059] tel	95
>	L[SHC1]	380	20.00
>	L[SHC1] tel	19
>	L[THC1]	126	25.00
>	L[THC1] tel	6
RC[CLU_2928]		1412	Dist (km)
>	L[3118602220261]	1062	3.15
>	L[3118602220261] tel	53
>	L[SHC1]	211	20.00
>	L[SHC1] tel	10
>	L[THC1]	70	25.00
>	L[THC1] tel	3
RC[CLU_2929]		3436	Dist (km)
>	L[3118604696077]	2585	3.96
>	L[3118604696077] tel	129
>	L[SHC1]	515	20.00
>	L[SHC1] tel	25
>	L[THC1]	171	25.00
>	L[THC1] tel	8
RC[CLU_2930]		298	Dist (km)
>	L[CLU_3166]	224	1.97
>	L[CLU_3166] tel	11
>	L[SHC1]	44	20.00
>	L[SHC1] tel	2
>	L[THC1]	14	25.00
>	L[THC1] tel	0
RC[CLU_2931]		2529	Dist (km)
>	L[3118602190990]	961	2.18
>	L[3118602190788]	941	2.18
>	L[3118602190990] tel	48
>	L[3118602190788] tel	47
>	L[SHC1]	379	20.00
>	L[SHC1] tel	18
>	L[THC1]	126	25.00
>	L[THC1] tel	6
RC[CLU_2932]		3645	Dist (km)
>	L[3118602190591]	115	3.87
>	L[3118604696077]	807	2.77
>	L[3118602190389]	1785	3.51
>	L[3118602190680]	0	4.75
>	L[CLU_3060]	33	4.57
>	L[CLU_3160]	0	4.44
>	L[3118602190591] tel	5
>	L[3118604696077] tel	40
>	L[3118602190389] tel	89
>	L[3118602190680] tel	0
>	L[CLU_3060] tel	1
>	L[CLU_3160] tel	0
>	L[SHC1]	546	20.00
>	L[SHC1] tel	27
>	L[THC1]	182	25.00
>	L[THC1] tel	9
RC[CLU_2933]		2749	Dist (km)
>	L[3118604696077]	129	2.70
>	L[3118602220261]	1938	2.26
>	L[3118604696077] tel	6
>	L[3118602220261] tel	96
>	L[SHC1]	412	20.00
>	L[SHC1] tel	20
>	L[THC1]	137	25.00
>	L[THC1] tel	6
RC[CLU_2934]		2498	Dist (km)
>	L[3118602190176]	1879	2.40
>	L[3118602190176] tel	93
>	L[SHC1]	374	20.00
>	L[SHC1] tel	18
>	L[THC1]	124	25.00
>	L[THC1] tel	6
RC[CLU_2935]		2878	Dist (km)
>	L[3118602190591]	1242	2.66
>	L[3118602190605]	420	4.63
>	L[3118602190109]	502	3.71
>	L[3118602190591] tel	62
>	L[3118602190605] tel	21
>	L[3118602190109] tel	25
>	L[SHC1]	431	20.00
>	L[SHC1] tel	21
>	L[THC1]	143	25.00
>	L[THC1] tel	7
RC[CLU_2936]		2748	Dist (km)
>	L[3118602190109]	1261	3.75
>	L[3118604696077]	549	3.09
>	L[3118602190176]	256	3.25
>	L[3118602190109] tel	63
>	L[3118604696077] tel	27
>	L[3118602190176] tel	12
>	L[SHC1]	412	20.00
>	L[SHC1] tel	20
>	L[THC1]	137	25.00
>	L[THC1] tel	6
RC[CLU_2937]		2832	Dist (km)
>	L[3118602191059]	2130	1.32
>	L[3118602191059] tel	106
>	L[SHC1]	424	20.00
>	L[SHC1] tel	21
>	L[THC1]	141	25.00
>	L[THC1] tel	7
RC[CLU_2938]		2490	Dist (km)
>	L[3118602190397]	1186	3.01
>	L[3118602190451]	687	4.62
>	L[3118602190397] tel	59
>	L[3118602190451] tel	34
>	L[SHC1]	373	20.00
>	L[SHC1] tel	18
>	L[THC1]	124	25.00
>	L[THC1] tel	6
RC[CLU_2939]		372	Dist (km)
>	L[3118602191059]	279	1.67
>	L[3118602191059] tel	13
>	L[SHC1]	55	20.00
>	L[SHC1] tel	2
>	L[THC1]	18	25.00
>	L[THC1] tel	0
RC[CLU_2940]		991	Dist (km)
>	L[3118602190532]	745	2.88
>	L[3118602190109]	0	2.57
>	L[3118602190532] tel	37
>	L[3118602190109] tel	0
>	L[SHC1]	148	20.00
>	L[SHC1] tel	7
>	L[THC1]	49	25.00
>	L[THC1] tel	2
RC[CLU_2941]		2933	Dist (km)
>	L[3118602190591]	1884	0.52
>	L[CLU_2961]	322	2.14
>	L[3118602190591] tel	94
>	L[CLU_2961] tel	16
>	L[SHC1]	439	20.00
>	L[SHC1] tel	21
>	L[THC1]	146	25.00
>	L[THC1] tel	7
RC[CLU_2942]		2657	Dist (km)
>	L[3118602190591]	1901	0.88
>	L[CLU_2943]	97	1.46
>	L[3118602190591] tel	95
>	L[CLU_2943] tel	4
>	L[SHC1]	398	20.00
>	L[SHC1] tel	19
>	L[THC1]	132	25.00
>	L[THC1] tel	6
RC[CLU_2943]		2965	Dist (km)
>	L[CLU_2943]	2342	0.00
>	L[SHC1]	444	20.00
>	L[SHC1] tel	22
>	L[THC1]	148	25.00
>	L[THC1] tel	7
RC[CLU_2944]		2033	Dist (km)
>	L[3118602190532]	0	3.05
>	L[CLU_2943]	1529	0.66
>	L[3118602190532] tel	0
>	L[CLU_2943] tel	76
>	L[SHC1]	304	20.00
>	L[SHC1] tel	15
>	L[THC1]	101	25.00
>	L[THC1] tel	5
RC[CLU_2945]		2862	Dist (km)
>	L[3118602190532]	2153	1.76
>	L[3118602190532] tel	107
>	L[SHC1]	429	20.00
>	L[SHC1] tel	21
>	L[THC1]	143	25.00
>	L[THC1] tel	7
RC[CLU_2946]		1244	Dist (km)
>	L[3118602190567]	339	1.06
>	L[CLU_2961]	596	1.54
>	L[3118602190567] tel	16
>	L[CLU_2961] tel	29
>	L[SHC1]	186	20.00
>	L[SHC1] tel	9
>	L[THC1]	62	25.00
>	L[THC1] tel	3
RC[CLU_2947]		2447	Dist (km)
>	L[CLU_2961]	1841	1.76
>	L[CLU_2961] tel	92
>	L[SHC1]	367	20.00
>	L[SHC1] tel	18
>	L[THC1]	122	25.00
>	L[THC1] tel	6
RC[CLU_2948]		2333	Dist (km)
>	L[3118602190591]	0	0.93
>	L[3118602190869]	820	1.86
>	L[3118602190605]	0	2.69
>	L[3118602190109]	0	2.33
>	L[CLU_2961]	692	1.82
>	L[CLU_2970]	242	2.96
>	L[3118602190591] tel	0
>	L[3118602190869] tel	41
>	L[3118602190605] tel	0
>	L[3118602190109] tel	0
>	L[CLU_2961] tel	34
>	L[CLU_2970] tel	12
>	L[SHC1]	349	20.00
>	L[SHC1] tel	17
>	L[THC1]	116	25.00
>	L[THC1] tel	5
RC[CLU_2949]		2793	Dist (km)
>	L[3118602190869]	283	1.79
>	L[3118602190109]	1817	2.09
>	L[3118602190869] tel	14
>	L[3118602190109] tel	90
>	L[SHC1]	418	20.00
>	L[SHC1] tel	20
>	L[THC1]	139	25.00
>	L[THC1] tel	6
RC[CLU_2950]		3079	Dist (km)
>	L[3118602190990]	2432	0.00
>	L[SHC1]	461	20.00
>	L[SHC1] tel	23
>	L[THC1]	153	25.00
>	L[THC1] tel	7
RC[CLU_2951]		258	Dist (km)
>	L[CLU_2943]	194	1.19
>	L[CLU_2943] tel	9
>	L[SHC1]	38	20.00
>	L[SHC1] tel	1
>	L[THC1]	12	25.00
>	L[THC1] tel	0
RC[CLU_2952]		1872	Dist (km)
>	L[3118602190532]	1408	0.83
>	L[3118602190532] tel	70
>	L[SHC1]	280	20.00
>	L[SHC1] tel	14
>	L[THC1]	93	25.00
>	L[THC1] tel	4
RC[CLU_2953]		2995	Dist (km)
>	L[CLU_2970]	2253	1.18
>	L[CLU_2970] tel	112
>	L[SHC1]	449	20.00
>	L[SHC1] tel	22
>	L[THC1]	149	25.00
>	L[THC1] tel	7
RC[CLU_2954]		1278	Dist (km)
>	L[3118602190567]	961	0.68
>	L[3118602190567] tel	48
>	L[SHC1]	191	20.00
>	L[SHC1] tel	9
>	L[THC1]	63	25.00
>	L[THC1] tel	3
RC[CLU_2955]		2266	Dist (km)
>	L[3118602190567]	1790	0.00
>	L[SHC1]	339	20.00
>	L[SHC1] tel	16
>	L[THC1]	113	25.00
>	L[THC1] tel	5
RC[CLU_2956]		2460	Dist (km)
>	L[CLU_2961]	1850	0.71
>	L[CLU_2961] tel	92
>	L[SHC1]	369	20.00
>	L[SHC1] tel	18
>	L[THC1]	123	25.00
>	L[THC1] tel	6
RC[CLU_2957]		2226	Dist (km)
>	L[3118602190567]	1674	0.58
>	L[3118602190567] tel	83
>	L[SHC1]	333	20.00
>	L[SHC1] tel	16
>	L[THC1]	111	25.00
>	L[THC1] tel	5
RC[CLU_2958]		2990	Dist (km)
>	L[CLU_2961]	2249	1.34
>	L[CLU_2961] tel	112
>	L[SHC1]	448	20.00
>	L[SHC1] tel	22
>	L[THC1]	149	25.00
>	L[THC1] tel	7
RC[CLU_2959]		727	Dist (km)
>	L[3118602190869]	0	0.95
>	L[3118602190222]	546	4.72
>	L[CLU_2970]	0	1.74
>	L[3118602190869] tel	0
>	L[3118602190222] tel	27
>	L[CLU_2970] tel	0
>	L[SHC1]	109	20.00
>	L[SHC1] tel	5
>	L[THC1]	36	25.00
>	L[THC1] tel	1
RC[CLU_2960]		2015	Dist (km)
>	L[CLU_2961]	1516	0.23
>	L[CLU_2961] tel	75
>	L[SHC1]	302	20.00
>	L[SHC1] tel	15
>	L[THC1]	100	25.00
>	L[THC1] tel	5
RC[CLU_2961]		2836	Dist (km)
>	L[3118602190532]	1164	0.86
>	L[CLU_2961]	1018	0.00
>	L[CLU_2971]	0	1.42
>	L[3118602190532] tel	58
>	L[CLU_2971] tel	0
>	L[SHC1]	425	20.00
>	L[SHC1] tel	21
>	L[THC1]	141	25.00
>	L[THC1] tel	7
RC[CLU_2962]		2822	Dist (km)
>	L[CLU_2961]	2123	0.53
>	L[CLU_2961] tel	106
>	L[SHC1]	423	20.00
>	L[SHC1] tel	21
>	L[THC1]	141	25.00
>	L[THC1] tel	7
RC[CLU_2963]		780	Dist (km)
>	L[3118602190869]	586	1.05
>	L[3118602190869] tel	29
>	L[SHC1]	117	20.00
>	L[SHC1] tel	5
>	L[THC1]	39	25.00
>	L[THC1] tel	1
RC[CLU_2964]		2730	Dist (km)
>	L[3118602190869]	2156	0.00
>	L[SHC1]	409	20.00
>	L[SHC1] tel	20
>	L[THC1]	136	25.00
>	L[THC1] tel	6
RC[CLU_2965]		1152	Dist (km)
>	L[3118602190494]	866	0.24
>	L[3118602190494] tel	43
>	L[SHC1]	172	20.00
>	L[SHC1] tel	8
>	L[THC1]	57	25.00
>	L[THC1] tel	2
RC[CLU_2966]		2451	Dist (km)
>	L[CLU_2970]	1844	1.49
>	L[CLU_2970] tel	92
>	L[SHC1]	367	20.00
>	L[SHC1] tel	18
>	L[THC1]	122	25.00
>	L[THC1] tel	6
RC[CLU_2967]		1146	Dist (km)
>	L[3118602190494]	862	0.94
>	L[3118602190494] tel	43
>	L[SHC1]	171	20.00
>	L[SHC1] tel	8
>	L[THC1]	57	25.00
>	L[THC1] tel	2
RC[CLU_2968]		2740	Dist (km)
>	L[CLU_2970]	2061	0.89
>	L[CLU_2970] tel	103
>	L[SHC1]	411	20.00
>	L[SHC1] tel	20
>	L[THC1]	137	25.00
>	L[THC1] tel	6
RC[CLU_2969]		2506	Dist (km)
>	L[3118602190222]	1885	3.78
>	L[3118602190222] tel	94
>	L[SHC1]	375	20.00
>	L[SHC1] tel	18
>	L[THC1]	125	25.00
>	L[THC1] tel	6
RC[CLU_2970]		2714	Dist (km)
>	L[CLU_2971]	2041	0.52
>	L[CLU_2971] tel	102
>	L[SHC1]	407	20.00
>	L[SHC1] tel	20
>	L[THC1]	135	25.00
>	L[THC1] tel	6
RC[CLU_2971]		1948	Dist (km)
>	L[CLU_2970]	1465	0.52
>	L[CLU_2971]	0	0.00
>	L[CLU_2970] tel	73
>	L[SHC1]	292	20.00
>	L[SHC1] tel	14
>	L[THC1]	97	25.00
>	L[THC1] tel	4
RC[CLU_2972]		2578	Dist (km)
>	L[CLU_2970]	1939	0.99
>	L[CLU_2970] tel	96
>	L[SHC1]	386	20.00
>	L[SHC1] tel	19
>	L[THC1]	128	25.00
>	L[THC1] tel	6
RC[CLU_2973]		2002	Dist (km)
>	L[3118602190494]	1581	0.00
>	L[SHC1]	300	20.00
>	L[SHC1] tel	15
>	L[THC1]	100	25.00
>	L[THC1] tel	5
RC[CLU_2974]		263	Dist (km)
>	L[3118602190494]	122	0.52
>	L[CLU_2970]	75	1.19
>	L[3118602190494] tel	6
>	L[CLU_2970] tel	3
>	L[SHC1]	39	20.00
>	L[SHC1] tel	1
>	L[THC1]	13	25.00
>	L[THC1] tel	0
RC[CLU_2975]		570	Dist (km)
>	L[3118602190532]	428	0.24
>	L[3118602190532] tel	21
>	L[SHC1]	85	20.00
>	L[SHC1] tel	4
>	L[THC1]	28	25.00
>	L[THC1] tel	1
RC[CLU_2976]		2171	Dist (km)
>	L[CLU_2971]	1633	0.70
>	L[CLU_2971] tel	81
>	L[SHC1]	325	20.00
>	L[SHC1] tel	16
>	L[THC1]	108	25.00
>	L[THC1] tel	5
RC[CLU_2977]		2839	Dist (km)
>	L[CLU_2971]	2136	1.06
>	L[CLU_2971] tel	106
>	L[SHC1]	425	20.00
>	L[SHC1] tel	21
>	L[THC1]	141	25.00
>	L[THC1] tel	7
RC[CLU_2978]		2878	Dist (km)
>	L[3118602190532]	766	1.79
>	L[3118602190605]	859	0.89
>	L[CLU_2970]	339	1.29
>	L[CLU_2971]	199	1.80
>	L[3118602190532] tel	38
>	L[3118602190605] tel	42
>	L[CLU_2970] tel	16
>	L[CLU_2971] tel	9
>	L[SHC1]	431	20.00
>	L[SHC1] tel	21
>	L[THC1]	143	25.00
>	L[THC1] tel	7
RC[CLU_2979]		2920	Dist (km)
>	L[3118602190605]	0	1.18
>	L[3118602190486]	1915	1.75
>	L[CLU_2971]	281	1.58
>	L[3118602190605] tel	0
>	L[3118602190486] tel	95
>	L[CLU_2971] tel	14
>	L[SHC1]	438	20.00
>	L[SHC1] tel	21
>	L[THC1]	146	25.00
>	L[THC1] tel	7
RC[CLU_2980]		3214	Dist (km)
>	L[3118602190486]	0	1.95
>	L[3118602190885]	919	3.88
>	L[CLU_7923]	1499	4.55
>	L[3118602190486] tel	0
>	L[3118602190885] tel	45
>	L[CLU_7923] tel	74
>	L[SHC1]	482	20.00
>	L[SHC1] tel	24
>	L[THC1]	160	25.00
>	L[THC1] tel	8
RC[CLU_2981]		2927	Dist (km)
>	L[3118602190222]	2202	1.56
>	L[3118602190222] tel	110
>	L[SHC1]	439	20.00
>	L[SHC1] tel	21
>	L[THC1]	146	25.00
>	L[THC1] tel	7
RC[CLU_2982]		2618	Dist (km)
>	L[3118602190869]	1969	0.39
>	L[3118602190869] tel	98
>	L[SHC1]	392	20.00
>	L[SHC1] tel	19
>	L[THC1]	130	25.00
>	L[THC1] tel	6
RC[CLU_2983]		2180	Dist (km)
>	L[3118602190605]	1640	0.24
>	L[3118602190605] tel	82
>	L[SHC1]	327	20.00
>	L[SHC1] tel	16
>	L[THC1]	109	25.00
>	L[THC1] tel	5
RC[CLU_2984]		2882	Dist (km)
>	L[3118602190605]	1433	0.00
>	L[3118602190222]	802	4.22
>	L[3118602190222] tel	40
>	L[SHC1]	432	20.00
>	L[SHC1] tel	21
>	L[THC1]	144	25.00
>	L[THC1] tel	7
RC[CLU_2985]		935	Dist (km)
>	L[3118602190109]	738	0.00
>	L[SHC1]	140	20.00
>	L[SHC1] tel	7
>	L[THC1]	46	25.00
>	L[THC1] tel	2
RC[CLU_2986]		589	Dist (km)
>	L[CLU_7923]	443	4.40
>	L[CLU_7923] tel	22
>	L[SHC1]	88	20.00
>	L[SHC1] tel	4
>	L[THC1]	29	25.00
>	L[THC1] tel	1
RC[CLU_2987]		2547	Dist (km)
>	L[CLU_7923]	1916	4.40
>	L[CLU_7923] tel	95
>	L[SHC1]	382	20.00
>	L[SHC1] tel	19
>	L[THC1]	127	25.00
>	L[THC1] tel	6
RC[CLU_2988]		2670	Dist (km)
>	L[3118602190486]	896	1.35
>	L[CLU_7923]	1112	4.62
>	L[3118602190486] tel	44
>	L[CLU_7923] tel	55
>	L[SHC1]	400	20.00
>	L[SHC1] tel	20
>	L[THC1]	133	25.00
>	L[THC1] tel	6
RC[CLU_2989]		1895	Dist (km)
>	L[3118602190923]	1425	1.95
>	L[3118602190923] tel	71
>	L[SHC1]	284	20.00
>	L[SHC1] tel	14
>	L[THC1]	94	25.00
>	L[THC1] tel	4
RC[CLU_2990]		2427	Dist (km)
>	L[3118602190931]	1917	0.00
>	L[SHC1]	364	20.00
>	L[SHC1] tel	18
>	L[THC1]	121	25.00
>	L[THC1] tel	6
RC[CLU_2991]		2946	Dist (km)
>	L[3118602190923]	905	1.31
>	L[3118602190486]	1310	1.46
>	L[3118602190923] tel	45
>	L[3118602190486] tel	65
>	L[SHC1]	441	20.00
>	L[SHC1] tel	22
>	L[THC1]	147	25.00
>	L[THC1] tel	7
RC[CLU_2992]		782	Dist (km)
>	L[3118602190222]	588	1.66
>	L[3118602190222] tel	29
>	L[SHC1]	117	20.00
>	L[SHC1] tel	5
>	L[THC1]	39	25.00
>	L[THC1] tel	1
RC[CLU_2993]		2450	Dist (km)
>	L[3118607116306]	1935	0.00
>	L[SHC1]	367	20.00
>	L[SHC1] tel	18
>	L[THC1]	122	25.00
>	L[THC1] tel	6
RC[CLU_2994]		2414	Dist (km)
>	L[3118602190486]	1816	1.11
>	L[3118602190486] tel	90
>	L[SHC1]	362	20.00
>	L[SHC1] tel	18
>	L[THC1]	120	25.00
>	L[THC1] tel	6
RC[CLU_2995]		927	Dist (km)
>	L[3118602190222]	697	0.87
>	L[3118602190222] tel	34
>	L[SHC1]	139	20.00
>	L[SHC1] tel	6
>	L[THC1]	46	25.00
>	L[THC1] tel	2
RC[CLU_2996]		2906	Dist (km)
>	L[3118602190923]	2295	0.00
>	L[SHC1]	435	20.00
>	L[SHC1] tel	21
>	L[THC1]	145	25.00
>	L[THC1] tel	7
RC[CLU_2997]		2812	Dist (km)
>	L[3118602190923]	2115	0.78
>	L[3118602190923] tel	105
>	L[SHC1]	421	20.00
>	L[SHC1] tel	21
>	L[THC1]	140	25.00
>	L[THC1] tel	7
RC[CLU_2998]		2544	Dist (km)
>	L[3118602190915]	1914	0.64
>	L[3118602190915] tel	95
>	L[SHC1]	381	20.00
>	L[SHC1] tel	19
>	L[THC1]	127	25.00
>	L[THC1] tel	6
RC[CLU_2999]		2240	Dist (km)
>	L[3118602190915]	1769	0.00
>	L[SHC1]	336	20.00
>	L[SHC1] tel	16
>	L[THC1]	112	25.00
>	L[THC1] tel	5
RC[CLU_3000]		2940	Dist (km)
>	L[3118607116306]	1036	1.41
>	L[3118602190931]	1175	1.43
>	L[3118607116306] tel	51
>	L[3118602190931] tel	58
>	L[SHC1]	441	20.00
>	L[SHC1] tel	22
>	L[THC1]	147	25.00
>	L[THC1] tel	7
RC[CLU_3001]		1707	Dist (km)
>	L[3118607116306]	0	1.25
>	L[3118602190931]	1284	1.18
>	L[3118607116306] tel	0
>	L[3118602190931] tel	64
>	L[SHC1]	256	20.00
>	L[SHC1] tel	12
>	L[THC1]	85	25.00
>	L[THC1] tel	4
RC[CLU_3002]		1476	Dist (km)
>	L[3118602190923]	1110	0.63
>	L[3118602190923] tel	55
>	L[SHC1]	221	20.00
>	L[SHC1] tel	11
>	L[THC1]	73	25.00
>	L[THC1] tel	3
RC[CLU_3003]		1918	Dist (km)
>	L[3118607116306]	954	0.84
>	L[3118602190222]	488	0.59
>	L[3118607116306] tel	47
>	L[3118602190222] tel	24
>	L[SHC1]	287	20.00
>	L[SHC1] tel	14
>	L[THC1]	95	25.00
>	L[THC1] tel	4
RC[CLU_3004]		2461	Dist (km)
>	L[3118602190893]	1851	0.75
>	L[3118602190893] tel	92
>	L[SHC1]	369	20.00
>	L[SHC1] tel	18
>	L[THC1]	123	25.00
>	L[THC1] tel	6
RC[CLU_3005]		2568	Dist (km)
>	L[3118602190222]	1932	0.81
>	L[3118602190222] tel	96
>	L[SHC1]	385	20.00
>	L[SHC1] tel	19
>	L[THC1]	128	25.00
>	L[THC1] tel	6
RC[CLU_3006]		2011	Dist (km)
>	L[3118602190893]	1513	0.35
>	L[3118602190893] tel	75
>	L[SHC1]	301	20.00
>	L[SHC1] tel	15
>	L[THC1]	100	25.00
>	L[THC1] tel	5
RC[CLU_3007]		1909	Dist (km)
>	L[3118602190893]	412	1.37
>	L[3118602190915]	1023	1.32
>	L[3118602190893] tel	20
>	L[3118602190915] tel	51
>	L[SHC1]	286	20.00
>	L[SHC1] tel	14
>	L[THC1]	95	25.00
>	L[THC1] tel	4
RC[CLU_3008]		1034	Dist (km)
>	L[3118602190893]	777	0.53
>	L[3118602190893] tel	38
>	L[SHC1]	155	20.00
>	L[SHC1] tel	7
>	L[THC1]	51	25.00
>	L[THC1] tel	2
RC[CLU_3009]		2518	Dist (km)
>	L[3118602190486]	1989	0.00
>	L[SHC1]	377	20.00
>	L[SHC1] tel	18
>	L[THC1]	125	25.00
>	L[THC1] tel	6
RC[CLU_3010]		2716	Dist (km)
>	L[3118602190915]	2043	0.47
>	L[3118602190915] tel	102
>	L[SHC1]	407	20.00
>	L[SHC1] tel	20
>	L[THC1]	135	25.00
>	L[THC1] tel	6
RC[CLU_3011]		1667	Dist (km)
>	L[3118602190893]	1254	0.28
>	L[3118602190893] tel	62
>	L[SHC1]	250	20.00
>	L[SHC1] tel	12
>	L[THC1]	83	25.00
>	L[THC1] tel	4
RC[CLU_3012]		2977	Dist (km)
>	L[3118602190222]	2239	0.04
>	L[3118602190222] tel	111
>	L[SHC1]	446	20.00
>	L[SHC1] tel	22
>	L[THC1]	148	25.00
>	L[THC1] tel	7
RC[CLU_3013]		1418	Dist (km)
>	L[3118602190222]	1120	0.00
>	L[SHC1]	212	20.00
>	L[SHC1] tel	10
>	L[THC1]	70	25.00
>	L[THC1] tel	3
RC[CLU_3014]		2841	Dist (km)
>	L[3118602190893]	2137	0.96
>	L[3118602190893] tel	106
>	L[SHC1]	426	20.00
>	L[SHC1] tel	21
>	L[THC1]	142	25.00
>	L[THC1] tel	7
RC[CLU_3015]		292	Dist (km)
>	L[3118602190222]	219	1.97
>	L[3118602190222] tel	10
>	L[SHC1]	43	20.00
>	L[SHC1] tel	2
>	L[THC1]	14	25.00
>	L[THC1] tel	0
RC[CLU_3016]		2880	Dist (km)
>	L[3118602190486]	2166	0.51
>	L[3118602190486] tel	108
>	L[SHC1]	432	20.00
>	L[SHC1] tel	21
>	L[THC1]	144	25.00
>	L[THC1] tel	7
